DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210515250,10/25/2021 0:00,10/25/2021 0:00,1,5,Harbor,555,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  SANTA CRUZ                   ST,,33.7442,-118.2906
220717370,12/04/2022 0:00,12/03/2022 0:00,2200,7,Wilshire,759,1,352,PICKPOCKET,0344,30,F,F,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,4000 W  PICO                         BL,,34.0495,-118.3215
231610712,08/02/2023 0:00,08/02/2023 0:00,820,16,Foothill,1637,2,354,THEFT OF IDENTITY,0922,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8200    FOOTHILL                     BL,,34.2634,-118.3074
230616184,10/07/2023 0:00,10/06/2023 0:00,2135,6,Hollywood,647,1,210,ROBBERY,0334 1822 0432 0344,21,M,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,210,,,,1500    VINE                         ST,,34.098,-118.3266
210206703,03/09/2021 0:00,03/09/2021 0:00,1010,2,Rampart,249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0100 2004,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,1000    WILSHIRE                     BL,,34.0519,-118.2624
221414370,07/15/2022 0:00,07/15/2022 0:00,800,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,H,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440,,,,00    WORLD                        WY,,33.9455,-118.4006
211714888,11/08/2021 0:00,11/02/2021 0:00,1200,17,Devonshire,1795,2,662,"BUNCO, GRAND THEFT",0344 2021 1202 0701,64,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,17100    ROSCOE                       BL,,34.2214,-118.5055
201800864,12/29/2020 0:00,12/28/2020 0:00,2200,18,Southeast,1803,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1402 1822,51,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,998,,,200 E  87TH                         ST,,33.9591,-118.27
201010168,06/18/2020 0:00,06/17/2020 0:00,1830,10,West Valley,1008,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443,36,F,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,BALBOA                       BL,SHERMAN                      WY,34.2012,-118.5011
230616943,10/25/2023 0:00,10/24/2023 0:00,2030,6,Hollywood,646,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,6700    SELMA                        AV,,34.0997,-118.3363
211204173,01/03/2021 0:00,01/03/2021 0:00,1940,12,77th Street,1218,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 1300 0919,37,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,58TH                         ST,HOOVER                       ST,33.9897,-118.2871
221822785,12/27/2022 0:00,12/27/2022 0:00,2305,18,Southeast,1846,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1813 0416 0429 1821 1241 1243 0858,47,F,B,119,"PORCH, RESIDENTIAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,11400    EVERS                        AV,,33.9311,-118.2473
211009550,06/27/2021 0:00,06/26/2021 0:00,2330,10,West Valley,1079,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 0377 1300 1606 0930,24,F,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,15400    MOORPARK                     ST,,34.1557,-118.4697
231713007,07/21/2023 0:00,07/19/2023 0:00,2030,17,Devonshire,1747,1,210,ROBBERY,0216 0209 1822 0355 0342 0352 1501 0400 0344,19,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,16800    CHATSWORTH                   ST,,34.2647,-118.4979
220818219,12/14/2022 0:00,05/01/2022 0:00,5,8,West LA,805,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1300    CASIANO                      RD,,34.0871,-118.4722
202105207,01/27/2020 0:00,01/22/2020 0:00,1210,21,Topanga,2189,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,20800    VENTURA                      BL,,34.1665,-118.5859
230213351,06/29/2023 0:00,06/29/2023 0:00,1,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,3700 W  SUNSET                       BL,,34.0905,-118.2778
240212958,08/13/2024 0:00,05/05/2024 0:00,2000,2,Rampart,239,2,354,THEFT OF IDENTITY,0929 0930 1822 0100,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 N  BEAUDRY                      AV,,34.0622,-118.2523
201817807,09/26/2020 0:00,09/26/2020 0:00,1520,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,503,HOTEL,,,AA,Adult Arrest,521,510,,,10300 S  BROADWAY,,33.9425,-118.2781
240205697,02/01/2024 0:00,01/20/2024 0:00,530,2,Rampart,249,1,210,ROBBERY,0344 0334 0337 0355 0312 1822,26,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,3RD,BIXEL,34.0576,-118.2598
200214363,08/29/2020 0:00,08/28/2020 0:00,2200,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1000    INGRAHAM                     ST,,34.0512,-118.2621
200214774,09/05/2020 0:00,09/05/2020 0:00,1345,2,Rampart,201,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0447 0361,32,F,X,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,700 N  HELIOTROPE                   DR,,34.0836,-118.2949
212111857,07/26/2021 0:00,07/25/2021 0:00,910,21,Topanga,2146,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,21700    VANOWEN                      ST,,34.1974,-118.5994
241111740,10/27/2024 0:00,10/24/2024 0:00,2300,11,Northeast,1142,1,330,BURGLARY FROM VEHICLE,0344 1302 1307,27,F,W,710,OTHER PREMISE,,,IC,Invest Cont,330,,,,4500    PROSPECT                     AV,,34.1096,-118.2884
241607380,04/18/2024 0:00,04/18/2024 0:00,1330,16,Foothill,1693,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,0,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745,,,,7500    WHITSETT                     AV,,34.2121,-118.4021
220114262,06/13/2022 0:00,06/12/2022 0:00,1000,1,Central,119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0910 2052 2050 2032 0344,20,F,K,966,MTA - GOLD LINE - UNION STATION,,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
231817105,09/28/2023 0:00,09/28/2023 0:00,1840,18,Southeast,1822,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,51,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,400 W  93RD                         ST,,33.9519,-118.2808
211505901,02/19/2021 0:00,02/01/2021 0:00,1200,15,N Hollywood,1544,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,12300    RIVERSIDE                    DR,,34.1613,-118.4008
220810319,06/02/2022 0:00,05/25/2022 0:00,800,8,West LA,803,2,354,THEFT OF IDENTITY,0929 1822,77,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000 N  MANDEVILLE CANYON            RD,,34.0949,-118.5111
201515716,09/29/2020 0:00,09/29/2020 0:00,700,15,N Hollywood,1514,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 0358,91,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,6700    AGNES                        AV,,34.1921,-118.3954
231421154,12/03/2023 0:00,12/03/2023 0:00,1656,14,Pacific,1494,2,437,RESISTING ARREST,0400 2004,0,M,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437,,,,WORLD                        WY,SKY                          WY,33.9455,-118.3998
200714056,09/21/2020 0:00,09/20/2020 0:00,2030,7,Wilshire,774,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S  ORANGE                       DR,,34.0453,-118.348
200113147,06/09/2020 0:00,05/29/2020 0:00,2230,1,Central,124,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 0431 0416 1212 1822,30,M,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,2ND                          ST,SPRING                       ST,34.0517,-118.2456
211705408,01/07/2021 0:00,01/07/2021 0:00,1734,17,Devonshire,1701,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1300 0378 0325,0,X,X,406,OTHER STORE,,,IC,Invest Cont,343,,,,20000    RINALDI                      ST,,34.2746,-118.5757
230305496,01/31/2023 0:00,01/30/2023 0:00,1940,3,Southwest,354,2,900,VIOLATION OF COURT ORDER,2038 0913 1202 1300 0329 1814 2000,55,M,B,101,STREET,,,AO,Adult Other,900,,,,3400    9TH                          AV,,34.0256,-118.3272
231819288,11/13/2023 0:00,11/11/2023 0:00,830,18,Southeast,1803,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,200 E  87TH                         PL,,33.9581,-118.2717
221014630,09/29/2022 0:00,09/29/2022 0:00,945,10,West Valley,1008,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 0913,32,F,H,108,PARKING LOT,306,ROCK/THROWN OBJECT,AO,Adult Other,230,236,,,ROSCOE                       AV,BALBOA                       BL,34.2212,-118.5026
211815708,08/24/2021 0:00,08/24/2021 0:00,1445,18,Southeast,1849,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,2000 E  115TH                        ST,,33.9305,-118.2335
211220615,09/30/2021 0:00,09/30/2021 0:00,1,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 1822 2004,49,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,5100    RUTHELEN                     ST,,33.995,-118.3126
240112492,06/07/2024 0:00,06/01/2024 0:00,1035,1,Central,138,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,70,M,O,402,MARKET,,,IC,Invest Cont,440,,,,E  3RD                          ST,S  LOS ANGELES                  ST,34.0483,-118.2443
232104626,01/18/2023 0:00,01/18/2023 0:00,1250,21,Topanga,2138,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,40,F,H,101,STREET,,,AA,Adult Arrest,902,,,,20300    COHASSET                     ST,,34.2071,-118.5754
222008125,04/06/2022 0:00,04/06/2022 0:00,1225,20,Olympic,2074,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 1309 1822 0601 0450,26,M,X,203,OTHER BUSINESS,103,RIFLE,IC,Invest Cont,230,,,,2000    VENICE                       BL,,34.0437,-118.301
200813775,09/06/2020 0:00,09/06/2020 0:00,1645,8,West LA,821,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0421 0603,43,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,17000    PACIFIC COAST                HY,,34.0394,-118.5505
200110064,04/04/2020 0:00,04/04/2020 0:00,20,1,Central,162,1,310,BURGLARY,1609 1414 0325 1822,0,X,X,403,DRUG STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,600 W  7TH                          ST,,34.0473,-118.2566
210609208,05/01/2021 0:00,05/01/2021 0:00,1500,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    LEXINGTON                    AV,,34.0926,-118.3266
210909892,05/29/2021 0:00,05/28/2021 0:00,2000,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740,,,,15200    SHERMAN                      WY,,34.2011,-118.4642
220313192,07/03/2022 0:00,07/03/2022 0:00,600,3,Southwest,357,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2050 0344 0352 1221 1822 2034 0910,54,M,B,945,MTA - EXPO LINE - EXPO/VERMONT,,,IC,Invest Cont,440,,,,1000    EXPOSITION                   BL,,34.0184,-118.2952
231313340,07/04/2023 0:00,07/04/2023 0:00,120,13,Newton,1321,1,310,BURGLARY,0344,18,M,H,505,MOTEL,,,IC,Invest Cont,310,,,,100 E  23RD                         ST,,34.0273,-118.2671
230808909,04/29/2023 0:00,04/29/2023 0:00,1700,8,West LA,839,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822 1420 0325,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
200122729,12/24/2020 0:00,12/24/2020 0:00,1300,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0417 1814 0913 1601 1309,31,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 S  HOPE                         ST,,34.0406,-118.2646
230117408,08/05/2023 0:00,08/04/2023 0:00,2030,1,Central,111,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1307,37,F,B,101,STREET,,,IC,Invest Cont,330,,,,600 N  FIGUEROA                     ST,,34.0627,-118.2463
210706607,03/12/2021 0:00,03/12/2021 0:00,1215,7,Wilshire,702,2,624,BATTERY - SIMPLE ASSAULT,0444 1822 0416 0446,29,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7500    MELROSE                      AV,,34.0837,-118.3533
211822050,12/26/2021 0:00,12/26/2021 0:00,900,18,Southeast,1822,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,32,M,B,122,"VEHICLE, PASSENGER/TRUCK",114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,745,,,,9900 S  BROADWAY,,33.9463,-118.2781
211206283,02/03/2021 0:00,01/29/2021 0:00,1,12,77th Street,1263,1,330,BURGLARY FROM VEHICLE,0344 0352 0377 1609 1822,44,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1900 W  84TH                         PL,,33.9618,-118.3112
221615629,12/29/2022 0:00,12/29/2022 0:00,1215,16,Foothill,1691,1,330,BURGLARY FROM VEHICLE,0344 1609,39,F,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,8000    LAURELGROVE                  AV,,34.2157,-118.4009
231517734,11/16/2023 0:00,11/16/2023 0:00,1900,15,N Hollywood,1513,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,39,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SHERMAN                      WY,WHITSETT                     AV,34.2012,-118.4052
221317371,09/09/2022 0:00,10/29/2021 0:00,1,13,Newton,1367,2,354,THEFT OF IDENTITY,0100,50,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1800 E  48TH                         PL,,34.0007,-118.2405
230127055,12/23/2023 0:00,12/23/2023 0:00,630,1,Central,195,2,623,BATTERY POLICE (SIMPLE),1212 0416 2004 1822,0,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,BROADWAY,WASHINGTON,34.0316,-118.2656
201418093,10/01/2020 0:00,10/01/2020 0:00,815,14,Pacific,1413,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0445 0416 0913 0558 0447,39,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,400    INDIANA                      AV,,33.9946,-118.4724
210614669,08/21/2021 0:00,08/21/2021 0:00,100,6,Hollywood,645,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 1814 0400 0417 1300 1309,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7000    LANEWOOD                     AV,,34.0992,-118.3417
231109317,05/23/2023 0:00,05/20/2023 0:00,619,11,Northeast,1143,2,354,THEFT OF IDENTITY,1822 0930 0100,29,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3800    EVANS                        ST,,34.107,-118.2744
211715673,11/15/2021 0:00,10/31/2021 0:00,1900,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1267,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,SESNON                       BL,IRONWOOD                     LN,34.2958,-118.585
231815244,08/20/2023 0:00,08/20/2023 0:00,30,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,0602 0555 0416 0913,35,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 W  107TH                        ST,,33.9391,-118.2826
231917046,11/25/2023 0:00,11/25/2023 0:00,120,19,Mission,1954,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0419 1243 0429,34,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10200    LEMONA                       AV,,34.2573,-118.463
232107873,04/17/2023 0:00,04/14/2023 0:00,100,21,Topanga,2118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,20300    BALTAR                       ST,,34.2166,-118.5754
220319470,11/01/2022 0:00,10/29/2022 0:00,1730,3,Southwest,331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0319 0329 1300 1309 1822,26,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,ADAMS                        BL,LA BREA                      AV,34.0325,-118.3509
220211545,06/08/2022 0:00,06/07/2022 0:00,1700,2,Rampart,218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    PARK                         AV,,34.0754,-118.2595
230915827,10/31/2023 0:00,10/30/2023 0:00,1950,9,Van Nuys,923,1,210,ROBBERY,0945 0344 1822 1420,19,M,W,244,TOBACCO SHOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,14600    VICTORY                      BL,,34.1903,-118.4574
222113466,08/24/2022 0:00,06/13/2022 0:00,1400,21,Topanga,2141,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,24700    GILMORE                      ST,,34.1855,-118.6635
220500663,04/11/2022 0:00,04/11/2022 0:00,2100,5,Harbor,564,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300 0344 1419 0421,53,F,H,121,YARD (RESIDENTIAL/BUSINESS),511,VERBAL THREAT,IC,Invest Cont,421,930,998,,400 W  1ST                          ST,,33.7433,-118.2857
230504964,01/26/2023 0:00,01/26/2023 0:00,1940,5,Harbor,583,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 0329 1822 1402 1407 1100 1310 0202,41,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,998,,,22ND                         ST,WALKER                       ST,33.7243,-118.3035
221421265,12/21/2022 0:00,12/20/2021 0:00,2120,14,Pacific,1488,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797
221223171,11/03/2022 0:00,11/03/2022 0:00,615,12,77th Street,1241,2,354,THEFT OF IDENTITY,0100 0922,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6100 S  VICTORIA                     AV,,33.9846,-118.3323
240504943,01/25/2024 0:00,01/25/2024 0:00,815,5,Harbor,564,2,900,VIOLATION OF COURT ORDER,2038 2004,53,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900,,,,300 W  2ND                          ST,,33.7424,-118.2836
220209942,05/05/2022 0:00,05/05/2022 0:00,1420,2,Rampart,218,1,220,ATTEMPTED ROBBERY,1822 0429 0416,47,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,700    ECHO PARK                    AV,,34.0713,-118.2596
220314583,08/01/2022 0:00,08/01/2022 0:00,1204,3,Southwest,312,2,354,THEFT OF IDENTITY,0100 1822 0922,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600 S  MANSFIELD                    AV,,34.0325,-118.3524
241306693,02/26/2024 0:00,02/26/2024 0:00,1235,13,Newton,1375,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5500    HOOPER                       AV,,33.993,-118.2521
231106898,03/17/2023 0:00,02/01/2023 0:00,1400,11,Northeast,1147,2,860,BATTERY WITH SEXUAL CONTACT,0913 1803 0400 0510,19,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1500    SAN FERNANDO                 RD,,34.0962,-118.2321
231224430,12/06/2023 0:00,12/04/2023 0:00,800,12,77th Street,1256,2,354,THEFT OF IDENTITY,0100 0922 0930,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 W  74TH                         ST,,33.9727,-118.2897
210512532,08/11/2021 0:00,08/11/2021 0:00,2210,5,Harbor,566,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1300 S  PALOS VERDES                 ST,,33.7315,-118.2814
221113296,08/30/2022 0:00,04/29/2022 0:00,1200,11,Northeast,1143,2,946,OTHER MISCELLANEOUS CRIME,1202 1300 1218,74,F,B,122,"VEHICLE, PASSENGER/TRUCK",511,VERBAL THREAT,IC,Invest Cont,946,,,,1800    TALMADGE                     ST,,34.1036,-118.2831
231410366,05/12/2023 0:00,05/12/2023 0:00,1100,14,Pacific,1452,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,00    NORTHSTAR                    ST,,33.9716,-118.4608
211416464,08/12/2021 0:00,07/05/2021 0:00,2200,14,Pacific,1412,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,S  MAIN                         ST,DUDLEY                       CT,33.9949,-118.4772
201113859,09/21/2020 0:00,09/21/2020 0:00,1015,11,Northeast,1145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1300 2004,0,X,X,301,GAS STATION,,,IC,Invest Cont,740,,,,FLETCHER,RIVERSIDE,34.106,-118.2565
222114898,10/01/2022 0:00,09/27/2022 0:00,2000,21,Topanga,2175,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22100    BURBANK                      BL,,34.1719,-118.609
211409040,02/04/2021 0:00,01/20/2021 0:00,2200,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
210809933,06/01/2021 0:00,04/01/2021 0:00,1200,8,West LA,883,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2000    COTNER                       AV,,34.0407,-118.4406
200916245,10/21/2020 0:00,10/21/2020 0:00,1320,9,Van Nuys,901,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,15,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,7300 N  SEPULVEDA                    BL,,34.2085,-118.4698
220813989,08/31/2022 0:00,08/30/2022 0:00,1945,8,West LA,882,1,330,BURGLARY FROM VEHICLE,1609 0344 1822,23,M,W,101,STREET,,,IC,Invest Cont,330,,,,OLYMPIC                      BL,CORINTH                      AV,34.0373,-118.4427
240704028,12/28/2023 0:00,12/28/2023 0:00,1200,7,Wilshire,765,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,22,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,845,,,,4800    VENICE                       BL,,34.0467,-118.3407
221417801,10/17/2022 0:00,10/17/2022 0:00,1300,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1814,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,7100    LA TIJERA                    BL,,33.9737,-118.3759
241412863,09/06/2024 0:00,01/01/2020 0:00,1,14,Pacific,1416,2,354,THEFT OF IDENTITY,0935 1822,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12500    ROSE                         AV,,34.0139,-118.4436
231512267,07/14/2023 0:00,07/14/2023 0:00,2100,15,N Hollywood,1585,2,624,BATTERY - SIMPLE ASSAULT,0443 0444,43,M,O,707,GARAGE/CARPORT,511,VERBAL THREAT,IC,Invest Cont,624,,,,4000    ARCH                         DR,,34.1409,-118.3714
